fips_code,abb,county_name,total_pop,total_pop_urban,total_pop_rural,percent_rural
01001,AL,"Autauga County, Alabama",54571,31650,22921,42.00216232
01003,AL,"Baldwin County, Alabama",182265,105205,77060,42.27909911
01005,AL,"Barbour County, Alabama",27457,8844,18613,67.7896347
01007,AL,"Bibb County, Alabama",22915,7252,15663,68.35260746
01009,AL,"Blount County, Alabama",57322,5760,51562,89.95150204
01011,AL,"Bullock County, Alabama",10914,5307,5607,51.37438153
01013,AL,"Butler County, Alabama",20947,6026,14921,71.23215735
01015,AL,"Calhoun County, Alabama",118572,78617,39955,33.69682556
01017,AL,"Chambers County, Alabama",34215,17399,16816,49.14803449
01019,AL,"Cherokee County, Alabama",25989,3707,22282,85.73627304
01021,AL,"Chilton County, Alabama",43643,5785,37858,86.74472424
01023,AL,"Choctaw County, Alabama",13859,0,13859,100
01025,AL,"Clarke County, Alabama",25833,6205,19628,75.98033523
01027,AL,"Clay County, Alabama",13932,0,13932,100
01029,AL,"Cleburne County, Alabama",14972,0,14972,100
01031,AL,"Coffee County, Alabama",49948,26375,23573,47.19508289
01033,AL,"Colbert County, Alabama",54428,30537,23891,43.89468656
01035,AL,"Conecuh County, Alabama",13228,2520,10708,80.94950106
01037,AL,"Coosa County, Alabama",11539,0,11539,100
01039,AL,"Covington County, Alabama",37765,11461,26304,69.65179399
01041,AL,"Crenshaw County, Alabama",13906,0,13906,100
01043,AL,"Cullman County, Alabama",80406,21517,58889,73.23955924
01045,AL,"Dale County, Alabama",50251,24679,25572,50.88853953
01047,AL,"Dallas County, Alabama",43820,23821,19999,45.63897764
01049,AL,"DeKalb County, Alabama",71109,7018,64091,90.1306445
01051,AL,"Elmore County, Alabama",79303,36330,42973,54.18836614
01053,AL,"Escambia County, Alabama",38319,13982,24337,63.51157389
01055,AL,"Etowah County, Alabama",104430,65286,39144,37.48348176
01057,AL,"Fayette County, Alabama",17241,3408,13833,80.23316513
01059,AL,"Franklin County, Alabama",31704,9395,22309,70.36651527
01061,AL,"Geneva County, Alabama",26790,2775,24015,89.64165733
01063,AL,"Greene County, Alabama",9045,0,9045,100
01065,AL,"Hale County, Alabama",15760,1707,14053,89.16878173
01067,AL,"Henry County, Alabama",17302,2119,15183,87.75286094
01069,AL,"Houston County, Alabama",101547,67220,34327,33.80405133
01071,AL,"Jackson County, Alabama",53227,12233,40994,77.01730325
01073,AL,"Jefferson County, Alabama",658472,593714,64752,9.83367554
01075,AL,"Lamar County, Alabama",14564,0,14564,100
01077,AL,"Lauderdale County, Alabama",92709,47008,45701,49.29510619
01079,AL,"Lawrence County, Alabama",34339,2991,31348,91.28978712
01081,AL,"Lee County, Alabama",140251,101806,38441,27.40871723
01083,AL,"Limestone County, Alabama",82782,35092,47690,57.60914208
01085,AL,"Lowndes County, Alabama",11299,0,11299,100
01087,AL,"Macon County, Alabama",21452,9536,11916,55.54726832
01089,AL,"Madison County, Alabama",334811,279763,55048,16.44151477
01091,AL,"Marengo County, Alabama",21027,6452,14575,69.31564179
01093,AL,"Marion County, Alabama",30776,3430,27346,88.85495191
01095,AL,"Marshall County, Alabama",93019,43469,49550,53.26868704
01097,AL,"Mobile County, Alabama",412999,330310,82682,20.0199032
01099,AL,"Monroe County, Alabama",23068,4834,18234,79.0445639
01101,AL,"Montgomery County, Alabama",229363,205300,24063,10.49123006
01103,AL,"Morgan County, Alabama",119490,73370,46120,38.59737217
01105,AL,"Perry County, Alabama",10591,0,10591,100
01107,AL,"Pickens County, Alabama",19746,0,19746,100
01109,AL,"Pike County, Alabama",32899,15897,17002,51.67938235
01111,AL,"Randolph County, Alabama",22913,4275,18638,81.34246934
01113,AL,"Russell County, Alabama",52947,34199,18748,35.4089939
01115,AL,"St. Clair County, Alabama",83593,22740,60853,72.79676528
01117,AL,"Shelby County, Alabama",195085,150323,44762,22.94487018
01119,AL,"Sumter County, Alabama",13763,0,13763,100
01121,AL,"Talladega County, Alabama",82291,36360,45931,55.81533825
01123,AL,"Tallapoosa County, Alabama",41616,10726,30890,74.22625913
01125,AL,"Tuscaloosa County, Alabama",194656,145003,49653,25.50807578
01127,AL,"Walker County, Alabama",67023,17367,49656,74.08799964
01129,AL,"Washington County, Alabama",17581,0,17581,100
01131,AL,"Wilcox County, Alabama",11670,0,11670,100
01133,AL,"Winston County, Alabama",24484,3699,20785,84.89217448
02013,AK,"Aleutians East Borough, Alaska",3141,0,3141,100
02016,AK,"Aleutians West Census Area, Alaska",5561,0,5561,100
02020,AK,"Anchorage Municipality, Alaska",291826,279811,12015,4.117179415
02050,AK,"Bethel Census Area, Alaska",17013,4434,12579,73.93757715
02060,AK,"Bristol Bay Borough, Alaska",997,0,997,100
02068,AK,"Denali Borough, Alaska",1826,0,1826,100
02070,AK,"Dillingham Census Area, Alaska",4847,0,4847,100
02090,AK,"Fairbanks North Star Borough, Alaska",97581,67457,30124,30.87076378
02100,AK,"Haines Borough, Alaska",2508,0,2508,100
02105,AK,"Hoonah-Angoon Census Area, Alaska",2150,0,2150,100
02110,AK,"Juneau City and Borough, Alaska",31275,24537,6738,21.54436451
02122,AK,"Kenai Peninsula Borough, Alaska",55400,11447,43953,79.33754513
02130,AK,"Ketchikan Gateway Borough, Alaska",13477,10352,3125,23.18765304
02150,AK,"Kodiak Island Borough, Alaska",13592,9335,4257,31.31989406
02158,AK,"Kusilvak Census Area, Alaska",7459,0,7459,100
02164,AK,"Lake and Peninsula Borough, Alaska",1635,0,1635,100
02170,AK,"Matanuska-Susitna Borough, Alaska",88995,44236,44759,50.29383673
02180,AK,"Nome Census Area, Alaska",9492,3222,6270,66.05562579
02185,AK,"North Slope Borough, Alaska",9430,3835,5595,59.33191941
02188,AK,"Northwest Arctic Borough, Alaska",7523,3200,4323,57.46377775
02195,AK,"Petersburg Census Area, Alaska",3815,0,3815,100
02198,AK,"Prince of Wales-Hyder Census Area, Alaska",5559,0,5559,100
02220,AK,"Sitka City and Borough, Alaska",8881,7027,1854,20.87602747
02230,AK,"Skagway Municipality, Alaska",968,0,968,100
02240,AK,"Southeast Fairbanks Census Area, Alaska",7029,0,7029,100
02261,AK,"Valdez-Cordova Census Area, Alaska",9636,0,9636,100
02275,AK,"Wrangell City and Borough, Alaska",2369,0,2369,100
02282,AK,"Yakutat City and Borough, Alaska",662,0,662,100
02290,AK,"Yukon-Koyukuk Census Area, Alaska",5588,0,5588,100
04001,AZ,"Apache County, Arizona",71518,18551,52967,74.06107553
04003,AZ,"Cochise County, Arizona",131346,83666,47680,36.30106741
04005,AZ,"Coconino County, Arizona",134421,92124,42297,31.46606557
04007,AZ,"Gila County, Arizona",53597,31589,22008,41.06199974
04009,AZ,"Graham County, Arizona",37220,19936,17284,46.43739925
04011,AZ,"Greenlee County, Arizona",8437,4508,3929,46.56868555
04012,AZ,"La Paz County, Arizona",20489,8948,11541,56.32778564
04013,AZ,"Maricopa County, Arizona",3817117,3726888,90229,2.363799695
04015,AZ,"Mohave County, Arizona",200186,154216,45970,22.96364381
04017,AZ,"Navajo County, Arizona",107449,49278,58171,54.13824233
04019,AZ,"Pima County, Arizona",980263,906513,73750,7.523491145
04021,AZ,"Pinal County, Arizona",375770,293459,82311,21.90462251
04023,AZ,"Santa Cruz County, Arizona",47420,34672,12748,26.88317166
04025,AZ,"Yavapai County, Arizona",211033,140976,70057,33.19717769
04027,AZ,"Yuma County, Arizona",195751,175335,20416,10.42957635
05001,AR,"Arkansas County, Arkansas",19019,12418,6601,34.70739787
05003,AR,"Ashley County, Arkansas",21853,10559,11294,51.6816913
05005,AR,"Baxter County, Arkansas",41513,14180,27333,65.84202539
05007,AR,"Benton County, Arkansas",221339,165650,55689,25.16004861
05009,AR,"Boone County, Arkansas",36903,13950,22953,62.19819527
05011,AR,"Bradley County, Arkansas",11508,5801,5707,49.59158846
05013,AR,"Calhoun County, Arkansas",5368,0,5368,100
05015,AR,"Carroll County, Arkansas",27446,7456,19990,72.83392844
05017,AR,"Chicot County, Arkansas",11800,5395,6405,54.27966102
05019,AR,"Clark County, Arkansas",22995,10491,12504,54.37703849
05021,AR,"Clay County, Arkansas",16083,6617,9466,58.85717839
05023,AR,"Cleburne County, Arkansas",25970,6357,19613,75.52175587
05025,AR,"Cleveland County, Arkansas",8689,0,8689,100
05027,AR,"Columbia County, Arkansas",24552,10438,14114,57.48615184
05029,AR,"Conway County, Arkansas",21273,6272,15001,70.51661731
05031,AR,"Craighead County, Arkansas",96443,65419,31024,32.16822372
05033,AR,"Crawford County, Arkansas",61948,29759,32189,51.9613224
05035,AR,"Crittenden County, Arkansas",50902,40270,10632,20.887195
05037,AR,"Cross County, Arkansas",17870,7722,10148,56.7879127
05039,AR,"Dallas County, Arkansas",8116,3844,4272,52.63676688
05041,AR,"Desha County, Arkansas",13008,8921,4087,31.41912669
05043,AR,"Drew County, Arkansas",18509,9512,8997,48.60878492
05045,AR,"Faulkner County, Arkansas",113237,69346,43891,38.7602992
05047,AR,"Franklin County, Arkansas",18125,3153,14972,82.60413793
05049,AR,"Fulton County, Arkansas",12245,867,11378,92.919559
05051,AR,"Garland County, Arkansas",96024,60588,35436,36.90327418
05053,AR,"Grant County, Arkansas",17853,4458,13395,75.02940682
05055,AR,"Greene County, Arkansas",42090,24620,17470,41.50629603
05057,AR,"Hempstead County, Arkansas",22609,10000,12609,55.76982618
05059,AR,"Hot Spring County, Arkansas",32923,11204,21719,65.96907937
05061,AR,"Howard County, Arkansas",13789,4479,9310,67.51758648
05063,AR,"Independence County, Arkansas",36647,11513,25134,68.58405872
05065,AR,"Izard County, Arkansas",13696,0,13696,100
05067,AR,"Jackson County, Arkansas",17997,6288,11709,65.06084347
05069,AR,"Jefferson County, Arkansas",77435,53495,23940,30.91625234
05071,AR,"Johnson County, Arkansas",25540,7313,18227,71.36648395
05073,AR,"Lafayette County, Arkansas",7645,0,7645,100
05075,AR,"Lawrence County, Arkansas",17415,6346,11069,63.5601493
05077,AR,"Lee County, Arkansas",10424,3804,6620,63.50729087
05079,AR,"Lincoln County, Arkansas",14134,0,14134,100
05081,AR,"Little River County, Arkansas",13171,4146,9025,68.52175233
05083,AR,"Logan County, Arkansas",22353,6478,15875,71.01954995
05085,AR,"Lonoke County, Arkansas",68356,37724,30632,44.81245245
05087,AR,"Madison County, Arkansas",15717,0,15717,100
05089,AR,"Marion County, Arkansas",16653,0,16653,100
05091,AR,"Miller County, Arkansas",43462,26072,17390,40.01196447
05093,AR,"Mississippi County, Arkansas",46480,29623,16857,36.2672117
05095,AR,"Monroe County, Arkansas",8149,2528,5621,68.97778869
05097,AR,"Montgomery County, Arkansas",9487,0,9487,100
05099,AR,"Nevada County, Arkansas",8997,2773,6224,69.17861509
05101,AR,"Newton County, Arkansas",8330,0,8330,100
05103,AR,"Ouachita County, Arkansas",26121,11401,14719,56.3492975
05105,AR,"Perry County, Arkansas",10445,0,10445,100
05107,AR,"Phillips County, Arkansas",21757,11321,10436,47.96617181
05109,AR,"Pike County, Arkansas",11291,0,11291,100
05111,AR,"Poinsett County, Arkansas",24583,7095,17488,71.13859171
05113,AR,"Polk County, Arkansas",20662,5499,15163,73.38592585
05115,AR,"Pope County, Arkansas",61754,28102,33652,54.49363604
05117,AR,"Prairie County, Arkansas",8715,0,8715,100
05119,AR,"Pulaski County, Arkansas",382748,335759,46989,12.27674606
05121,AR,"Randolph County, Arkansas",17969,5854,12115,67.42167066
05123,AR,"St. Francis County, Arkansas",28258,13690,14568,51.55354236
05125,AR,"Saline County, Arkansas",107118,68384,38734,36.16012248
05127,AR,"Scott County, Arkansas",11233,3330,7903,70.35520342
05129,AR,"Searcy County, Arkansas",8195,0,8195,100
05131,AR,"Sebastian County, Arkansas",125744,99574,26170,20.81212622
05133,AR,"Sevier County, Arkansas",17058,6209,10849,63.60065658
05135,AR,"Sharp County, Arkansas",17264,3443,13821,80.05676552
05137,AR,"Stone County, Arkansas",12394,0,12394,100
05139,AR,"Union County, Arkansas",41639,18944,22695,54.50419078
05141,AR,"Van Buren County, Arkansas",17295,0,17295,100
05143,AR,"Washington County, Arkansas",203065,151294,51771,25.49479231
05145,AR,"White County, Arkansas",77076,35210,41866,54.31781618
05147,AR,"Woodruff County, Arkansas",7260,0,7260,100
05149,AR,"Yell County, Arkansas",22185,4631,17554,79.12553527
06001,CA,"Alameda County, California",1510271,1504402,5869,0.388605754
06003,CA,"Alpine County, California",1175,0,1175,100
06005,CA,"Amador County, California",38091,15075,23016,60.42372214
06007,CA,"Butte County, California",220000,178416,41584,18.90181818
06009,CA,"Calaveras County, California",45578,11208,34370,75.40918864
06011,CA,"Colusa County, California",21419,14624,6795,31.72417013
06013,CA,"Contra Costa County, California",1049025,1040709,8316,0.792736112
06015,CA,"Del Norte County, California",28610,18976,9634,33.67354072
06017,CA,"El Dorado County, California",181058,118231,62827,34.69993041
06019,CA,"Fresno County, California",930450,829913,100537,10.80520178
06021,CA,"Glenn County, California",28122,16628,11494,40.87191523
06023,CA,"Humboldt County, California",134623,94561,40062,29.75865937
06025,CA,"Imperial County, California",174528,144129,30399,17.41783553
06027,CA,"Inyo County, California",18546,9935,8611,46.43049714
06029,CA,"Kern County, California",839631,753938,85693,10.20603098
06031,CA,"Kings County, California",152982,136381,16601,10.85160346
06033,CA,"Lake County, California",64665,43257,21408,33.10600789
06035,CA,"Lassen County, California",34895,10285,24610,70.5258633
06037,CA,"Los Angeles County, California",9818605,9759181,59424,0.605218358
06039,CA,"Madera County, California",150865,101193,49672,32.92480032
06041,CA,"Marin County, California",252409,235952,16457,6.519973535
06043,CA,"Mariposa County, California",18251,0,18251,100
06045,CA,"Mendocino County, California",87841,48110,39731,45.23058708
06047,CA,"Merced County, California",255793,219283,36510,14.27326002
06049,CA,"Modoc County, California",9686,2910,6776,69.95663845
06051,CA,"Mono County, California",14202,7693,6509,45.83157302
06053,CA,"Monterey County, California",415057,374315,40742,9.816001176
06055,CA,"Napa County, California",136484,118194,18290,13.40083819
06057,CA,"Nevada County, California",98764,57150,41614,42.13478595
06059,CA,"Orange County, California",3010232,3005917,4315,0.143344433
06061,CA,"Placer County, California",348432,300393,48039,13.78719521
06063,CA,"Plumas County, California",20007,5197,14810,74.02409157
06065,CA,"Riverside County, California",2189641,2088429,101212,4.622310233
06067,CA,"Sacramento County, California",1418788,1389531,29257,2.062112169
06069,CA,"San Benito County, California",55269,42002,13267,24.00441477
06071,CA,"San Bernardino County, California",2035210,1938853,96357,4.734499143
06073,CA,"San Diego County, California",3095313,2993259,102054,3.297049442
06075,CA,"San Francisco County, California",805235,805235,0,0
06077,CA,"San Joaquin County, California",685306,627241,58065,8.47285738
06079,CA,"San Luis Obispo County, California",269637,224887,44750,16.59638699
06081,CA,"San Mateo County, California",718451,704865,13586,1.891012748
06083,CA,"Santa Barbara County, California",423895,402626,21269,5.01751613
06085,CA,"Santa Clara County, California",1781642,1762335,19307,1.083663272
06087,CA,"Santa Cruz County, California",262382,230793,31589,12.03931672
06089,CA,"Shasta County, California",177223,125321,51902,29.28626646
06091,CA,"Sierra County, California",3240,9,3231,99.72222222
06093,CA,"Siskiyou County, California",44900,15344,29556,65.82628062
06095,CA,"Solano County, California",413344,397974,15370,3.718452427
06097,CA,"Sonoma County, California",483878,424102,59776,12.35352713
06099,CA,"Stanislaus County, California",514453,473396,41057,7.980709608
06101,CA,"Sutter County, California",94737,80718,14019,14.79780867
06103,CA,"Tehama County, California",63463,30787,32676,51.48826876
06105,CA,"Trinity County, California",13786,0,13786,100
06107,CA,"Tulare County, California",442179,373730,68449,15.47993007
06109,CA,"Tuolumne County, California",55365,28255,27110,48.96595322
06111,CA,"Ventura County, California",823318,797593,25725,3.124552117
06113,CA,"Yolo County, California",200849,186931,13918,6.929583916
06115,CA,"Yuba County, California",72155,53234,18921,26.22271499
08001,CO,"Adams County, Colorado",441603,425615,15988,3.620446419
08003,CO,"Alamosa County, Colorado",15445,9751,5694,36.86629977
08005,CO,"Arapahoe County, Colorado",571914,562992,9011,1.575586539
08007,CO,"Archuleta County, Colorado",12084,4909,7175,59.37603443
08009,CO,"Baca County, Colorado",3788,0,3788,100
08011,CO,"Bent County, Colorado",6499,4032,2467,37.95968611
08013,CO,"Boulder County, Colorado",294567,268312,26255,8.913082592
08014,CO,"Broomfield County, Colorado",55889,55563,326,0.583299039
08015,CO,"Chaffee County, Colorado",17809,11146,6663,37.41366725
08017,CO,"Cheyenne County, Colorado",1836,0,1836,100
08019,CO,"Clear Creek County, Colorado",9088,0,9088,100
08021,CO,"Conejos County, Colorado",8256,0,8256,100
08023,CO,"Costilla County, Colorado",3524,0,3524,100
08025,CO,"Crowley County, Colorado",5823,0,5823,100
08027,CO,"Custer County, Colorado",4255,0,4255,100
08029,CO,"Delta County, Colorado",30952,11399,19553,63.17200827
08031,CO,"Denver County, Colorado",600247,600158,0,0
08033,CO,"Dolores County, Colorado",2064,0,2064,100
08035,CO,"Douglas County, Colorado",285465,256098,29367,10.28742578
08037,CO,"Eagle County, Colorado",52197,41766,10431,19.98390712
08039,CO,"Elbert County, Colorado",23086,0,23086,100
08041,CO,"El Paso County, Colorado",622263,566668,55595,8.934325197
08043,CO,"Fremont County, Colorado",46824,34453,12371,26.42021186
08045,CO,"Garfield County, Colorado",56389,42797,13592,24.10399191
08047,CO,"Gilpin County, Colorado",5441,0,5441,100
08049,CO,"Grand County, Colorado",14843,2583,12260,82.59785758
08051,CO,"Gunnison County, Colorado",15324,6343,8981,58.60741321
08053,CO,"Hinsdale County, Colorado",843,0,843,100
08055,CO,"Huerfano County, Colorado",6711,2943,3768,56.14662494
08057,CO,"Jackson County, Colorado",1394,0,1394,100
08059,CO,"Jefferson County, Colorado",534543,497679,36864,6.896358198
08061,CO,"Kiowa County, Colorado",1398,0,1398,100
08063,CO,"Kit Carson County, Colorado",8270,4243,4027,48.69407497
08065,CO,"Lake County, Colorado",7310,5039,2271,31.06703146
08067,CO,"La Plata County, Colorado",51334,20560,30774,59.9485721
08069,CO,"Larimer County, Colorado",299630,264692,34938,11.66038114
08071,CO,"Las Animas County, Colorado",15507,9181,6326,40.79447991
08073,CO,"Lincoln County, Colorado",5467,0,5467,100
08075,CO,"Logan County, Colorado",22709,16088,6621,29.1558413
08077,CO,"Mesa County, Colorado",146723,128124,18599,12.67626752
08079,CO,"Mineral County, Colorado",712,0,712,100
08081,CO,"Moffat County, Colorado",13795,10021,3774,27.35773831
08083,CO,"Montezuma County, Colorado",25535,8380,17155,67.18229881
08085,CO,"Montrose County, Colorado",41276,22706,18570,44.9898246
08087,CO,"Morgan County, Colorado",28159,18994,9165,32.54732057
08089,CO,"Otero County, Colorado",18831,12352,6479,34.40603261
08091,CO,"Ouray County, Colorado",4436,0,4436,100
08093,CO,"Park County, Colorado",16206,0,16206,100
08095,CO,"Phillips County, Colorado",4442,0,4442,100
08097,CO,"Pitkin County, Colorado",17148,9568,7580,44.20340564
08099,CO,"Prowers County, Colorado",12551,7796,4755,37.88542746
08101,CO,"Pueblo County, Colorado",159063,136550,22513,14.1535115
08103,CO,"Rio Blanco County, Colorado",6666,0,6666,100
08105,CO,"Rio Grande County, Colorado",11982,4489,7493,62.53546987
08107,CO,"Routt County, Colorado",23509,12888,10621,45.1784423
08109,CO,"Saguache County, Colorado",6108,0,6108,100
08111,CO,"San Juan County, Colorado",699,0,699,100
08113,CO,"San Miguel County, Colorado",7359,0,7359,100
08115,CO,"Sedgwick County, Colorado",2379,0,2379,100
08117,CO,"Summit County, Colorado",27994,22530,5464,19.51846824
08119,CO,"Teller County, Colorado",23350,8732,14618,62.60385439
08121,CO,"Washington County, Colorado",4814,0,4814,100
08123,CO,"Weld County, Colorado",252825,201097,51728,20.46000198
08125,CO,"Yuma County, Colorado",10043,3524,6519,64.9108832
09001,CT,"Fairfield County, Connecticut",916829,874801,42028,4.584060932
09003,CT,"Hartford County, Connecticut",894014,845660,48354,5.408640133
09005,CT,"Litchfield County, Connecticut",189927,111205,78722,41.44855655
09007,CT,"Middlesex County, Connecticut",165676,125019,40657,24.54006615
09009,CT,"New Haven County, Connecticut",862477,831083,31394,3.639981124
09011,CT,"New London County, Connecticut",274055,203326,70729,25.80832315
09013,CT,"Tolland County, Connecticut",152691,94351,58340,38.2078839
09015,CT,"Windham County, Connecticut",118428,59497,58931,49.76103624
10001,DE,"Kent County, Delaware",162310,118536,43774,26.96937958
10003,DE,"New Castle County, Delaware",538479,513696,24783,4.602407893
10005,DE,"Sussex County, Delaware",197145,115717,81428,41.30360902
11001,DC,"District of Columbia, District of Columbia",601767,601723,0,0
12001,FL,"Alachua County, Florida",247336,194917,52419,21.19343727
12003,FL,"Baker County, Florida",27115,10984,16131,59.49105661
12005,FL,"Bay County, Florida",168852,148590,20262,11.99985786
12007,FL,"Bradford County, Florida",28520,6979,21541,75.52945302
12009,FL,"Brevard County, Florida",543376,515803,27573,5.074386797
12011,FL,"Broward County, Florida",1748066,1747770,296,0.016932999
12013,FL,"Calhoun County, Florida",14625,4751,9874,67.51452991
12015,FL,"Charlotte County, Florida",159978,145765,14213,8.884346598
12017,FL,"Citrus County, Florida",141236,92483,48753,34.51881956
12019,FL,"Clay County, Florida",190865,162295,28570,14.96869515
12021,FL,"Collier County, Florida",321520,294236,27284,8.485941777
12023,FL,"Columbia County, Florida",67531,25623,41908,62.05742548
12027,FL,"DeSoto County, Florida",34862,18741,16121,46.24232689
12029,FL,"Dixie County, Florida",16422,3773,12649,77.02472293
12031,FL,"Duval County, Florida",864263,839100,25163,2.911498005
12033,FL,"Escambia County, Florida",297619,272910,24709,8.302225328
12035,FL,"Flagler County, Florida",95696,85819,9877,10.32122555
12037,FL,"Franklin County, Florida",11549,3691,7858,68.04052299
12039,FL,"Gadsden County, Florida",46389,16060,30329,65.37972364
12041,FL,"Gilchrist County, Florida",16939,2724,14215,83.91876734
12043,FL,"Glades County, Florida",12884,3783,9101,70.63800062
12045,FL,"Gulf County, Florida",15863,3635,12228,77.08504066
12047,FL,"Hamilton County, Florida",14799,5404,9395,63.48401919
12049,FL,"Hardee County, Florida",27731,14473,13258,47.80931088
12051,FL,"Hendry County, Florida",39140,24309,14831,37.89218191
12053,FL,"Hernando County, Florida",172778,139302,33476,19.37515193
12055,FL,"Highlands County, Florida",98786,77976,20810,21.06573806
12057,FL,"Hillsborough County, Florida",1229226,1186045,43181,3.512860939
12059,FL,"Holmes County, Florida",19927,4230,15697,78.7725197
12061,FL,"Indian River County, Florida",138028,131171,6857,4.967832614
12063,FL,"Jackson County, Florida",49746,12256,37490,75.36284324
12065,FL,"Jefferson County, Florida",14761,0,14761,100
12067,FL,"Lafayette County, Florida",8870,0,8870,100
12069,FL,"Lake County, Florida",297047,239858,57194,19.2541921
12071,FL,"Lee County, Florida",618754,582741,36013,5.820245202
12073,FL,"Leon County, Florida",275487,241576,33911,12.30947377
12075,FL,"Levy County, Florida",40801,3244,37557,92.04921448
12077,FL,"Liberty County, Florida",8365,0,8365,100
12079,FL,"Madison County, Florida",19224,3843,15381,80.0093633
12081,FL,"Manatee County, Florida",322833,304140,18693,5.790300248
12083,FL,"Marion County, Florida",331303,228502,102796,31.02779027
12085,FL,"Martin County, Florida",146318,133915,12403,8.476742438
12086,FL,"Miami-Dade County, Florida",2496457,2486340,10095,0.404373078
12087,FL,"Monroe County, Florida",73090,66721,6369,8.713914352
12089,FL,"Nassau County, Florida",73314,38016,35298,48.14632949
12091,FL,"Okaloosa County, Florida",180822,158944,21878,12.09919147
12093,FL,"Okeechobee County, Florida",39996,25378,14618,36.54865487
12095,FL,"Orange County, Florida",1145956,1122554,23402,2.042137744
12097,FL,"Osceola County, Florida",268685,247671,21014,7.821054395
12099,FL,"Palm Beach County, Florida",1320134,1306371,13763,1.042545681
12101,FL,"Pasco County, Florida",464697,420707,43990,9.466383471
12103,FL,"Pinellas County, Florida",916542,913939,2603,0.284002261
12105,FL,"Polk County, Florida",602095,520749,81346,13.51049253
12107,FL,"Putnam County, Florida",74364,32599,41765,56.1629283
12109,FL,"St. Johns County, Florida",190039,144860,45179,23.77354122
12111,FL,"St. Lucie County, Florida",277789,268463,9326,3.357224368
12113,FL,"Santa Rosa County, Florida",151372,119600,31772,20.98935074
12115,FL,"Sarasota County, Florida",379448,363054,16394,4.320486602
12117,FL,"Seminole County, Florida",422718,409370,13348,3.157660663
12119,FL,"Sumter County, Florida",93420,60756,32664,34.96467566
12121,FL,"Suwannee County, Florida",41551,6994,34557,83.16767346
12123,FL,"Taylor County, Florida",22570,6933,15637,69.28223305
12125,FL,"Union County, Florida",15535,5057,10478,67.44769874
12127,FL,"Volusia County, Florida",494593,445414,49179,9.94332714
12129,FL,"Wakulla County, Florida",30776,11794,18982,61.67793086
12131,FL,"Walton County, Florida",55043,20297,34746,63.12519303
12133,FL,"Washington County, Florida",24896,3846,21050,84.55173522
13001,GA,"Appling County, Georgia",18236,5208,13028,71.44110551
13003,GA,"Atkinson County, Georgia",8375,0,8375,100
13005,GA,"Bacon County, Georgia",11096,3408,7688,69.28622927
13007,GA,"Baker County, Georgia",3451,0,3451,100
13009,GA,"Baldwin County, Georgia",45720,29654,16066,35.1399825
13011,GA,"Banks County, Georgia",18395,1135,17260,93.82984507
13013,GA,"Barrow County, Georgia",69367,48514,20853,30.06184497
13015,GA,"Bartow County, Georgia",100157,64874,35283,35.22769252
13017,GA,"Ben Hill County, Georgia",17634,11638,5996,34.00249518
13019,GA,"Berrien County, Georgia",19286,4601,14685,76.1433164
13021,GA,"Bibb County, Georgia",155547,133132,22415,14.41043543
13023,GA,"Bleckley County, Georgia",13063,6324,6739,51.58845594
13025,GA,"Brantley County, Georgia",18411,102,18309,99.44598338
13027,GA,"Brooks County, Georgia",16243,4704,11539,71.03983254
13029,GA,"Bryan County, Georgia",30233,14408,15825,52.34346575
13031,GA,"Bulloch County, Georgia",70217,36314,33903,48.28317929
13033,GA,"Burke County, Georgia",23316,5830,17486,74.9957111
13035,GA,"Butts County, Georgia",23655,5218,18437,77.94123864
13037,GA,"Calhoun County, Georgia",6694,0,6694,100
13039,GA,"Camden County, Georgia",50513,34630,15883,31.44339081
13043,GA,"Candler County, Georgia",10998,3633,7365,66.96672122
13045,GA,"Carroll County, Georgia",110527,64299,46228,41.82507442
13047,GA,"Catoosa County, Georgia",63942,45973,17969,28.10202996
13049,GA,"Charlton County, Georgia",12171,5961,6210,51.02292334
13051,GA,"Chatham County, Georgia",265133,253184,11944,4.504908857
13053,GA,"Chattahoochee County, Georgia",11267,7941,3326,29.51983669
13055,GA,"Chattooga County, Georgia",26015,11041,14974,57.55910052
13057,GA,"Cherokee County, Georgia",214346,177687,36659,17.10272177
13059,GA,"Clarke County, Georgia",116714,109875,6839,5.859622667
13061,GA,"Clay County, Georgia",3183,0,3183,100
13063,GA,"Clayton County, Georgia",259424,257121,2303,0.887735907
13065,GA,"Clinch County, Georgia",6798,2690,4108,60.4295381
13067,GA,"Cobb County, Georgia",688078,686384,1694,0.246193019
13069,GA,"Coffee County, Georgia",42356,14154,28202,66.58324677
13071,GA,"Colquitt County, Georgia",45498,18677,26821,58.94984395
13073,GA,"Columbia County, Georgia",124053,103922,20131,16.22774137
13075,GA,"Cook County, Georgia",17212,6986,10226,59.41203811
13077,GA,"Coweta County, Georgia",127317,85388,41929,32.93275839
13079,GA,"Crawford County, Georgia",12630,0,12630,100
13081,GA,"Crisp County, Georgia",23439,12416,11023,47.02845685
13083,GA,"Dade County, Georgia",16633,4636,11997,72.12769795
13085,GA,"Dawson County, Georgia",22330,4397,17933,80.30900134
13087,GA,"Decatur County, Georgia",27842,12118,15724,56.47582789
13089,GA,"DeKalb County, Georgia",691897,690073,1820,0.263044933
13091,GA,"Dodge County, Georgia",21796,6053,15743,72.22884933
13093,GA,"Dooly County, Georgia",14918,6912,8006,53.66671136
